32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,32,32,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,32,32,32,
32,32,32,47,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,2,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,21,21,21,21,16,16,16,21,16,16,21,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,21,21,21,32,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,21,21,21,21,21,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,21,21,21,21,21,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,21,21,21,21,21,24,24,24,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,2,2,2,2,2,16,16,16,16,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,21,21,24,24,24,24,16,2,2,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,2,2,16,16,16,16,21,21,16,16,16,16,16,2,2,2,2,2,16,16,16,21,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,16,2,2,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,2,2,16,16,16,21,21,21,21,21,21,21,21,21,16,16,16,2,2,2,2,2,16,16,16,16,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,24,16,16,2,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,2,2,2,2,2,2,2,16,16,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,24,24,16,16,2,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,2,2,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,2,21,16,16,2,2,2,2,2,2,2,16,16,16,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,24,24,24,16,2,2,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,16,16,16,16,16,21,21,3,3,3,3,3,3,3,3,3,21,21,21,21,16,16,16,16,2,2,2,2,2,2,16,16,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,24,24,16,16,2,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,2,16,16,16,21,21,21,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,16,2,2,2,2,2,2,2,16,16,21,21,21,21,21,32,32,32,32,32,32,32,32,32,32,32,32,24,24,16,16,2,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
32,32,32,47,5,5,2,2,16,16,21,21,21,21,21,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,16,2,2,2,2,2,2,2,2,16,16,16,16,21,21,32,32,32,32,32,32,32,32,32,32,32,32,32,24,24,16,16,2,2,2,2,2,2,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,2,2,2,2,5,5,48,32,32,
